mut_pos	s_d	w_d	s_fx	w_fx
3.77864e+07	0.810162	0.346622	3.09852	6.19127
5.37455e+07	0.296366	0.768697	0.679985	0.803329
1.64388e+07	0.425853	0.590386	3.30259	1.71568
2.71976e+07	0.590254	0.662264	2.33329	2.21315
2.73741e+06	0.416972	0.718116	0.240429	0.241447
4.0778e+07	0.311097	0.940608	1.36716	1.85766
3.6101e+07	0.835684	0.898866	1.06145	0.403209
5.02305e+07	0.455511	0.886093	1.96841	1.32567
4.64419e+07	0.697218	0.91506	4.67174	4.13208
2.29513e+06	0.516344	0.645551	0.138986	0.133657
4.20738e+07	0.744711	0.895663	1.36052	0.580494
4.09957e+07	0.96419	0.13087	1.41104	0.659839
3.37591e+07	0.741965	0.760961	1.08764	1.16614
6.22414e+06	0.877029	0.621127	0.493819	0.760697
4.18677e+07	0.80142	0.727416	2.24644	3.64292
4.39136e+07	0.809257	0.215455	1.76926	1.58437
3.48594e+07	0.697259	0.370987	0.872388	0.854105
4.75598e+07	0.456587	0.864009	1.06805	0.632737
