mut_pos	s_d	w_d	s_fx	w_fx
5.74253e+07	0.760915	0.91882	1.52426	1.09466
1.7569e+06	0.503585	0.893357	8.92118	9.37835
3.66865e+06	0.785516	0.855727	0.156285	0.245589
6.06269e+07	0.642471	0.954797	3.1256	3.49893
6.67948e+07	0.32218	0.929219	2.15862	3.65258
4.57432e+07	0.885168	0.423297	1.55769	1.79015
5.59076e+07	0.392375	0.984659	0.804701	1.69482
2.44423e+07	0.695859	0.338282	0.319096	0.485783
1.91074e+07	0.313905	0.730538	3.22523	4.02517
2.77999e+07	0.906219	0.940596	0.208915	0.261816
2.08963e+07	0.411611	0.623041	2.2156	4.6441
5.8812e+07	0.623324	0.912701	0.967289	1.44714
2.3094e+07	0.903744	0.893009	0.659455	0.489182
3.18824e+07	0.554916	0.693105	1.2748	2.73844
6.33037e+07	0.417748	0.927859	0.270411	0.361163
6.61488e+07	0.756283	0.245878	1.52226	2.50478
6.09389e+07	0.865636	0.250975	5.97055	5.81218
2.51771e+07	0.654718	0.867885	1.49322	1.38751
