mut_pos	s_d	w_d	s_fx	w_fx
3.63428e+07	0.741406	0.646222	1.94215	2.51495
6.50366e+07	0.616187	0.764724	2.95081	1.96953
1.47828e+07	0.844882	0.657411	0.295455	0.235617
6.44374e+07	0.646829	0.614395	0.366616	0.349654
5.05448e+07	0.918084	0.196177	7.41473	5.6789
3.40643e+07	0.642507	0.408149	2.01026	0.924883
6.63164e+07	0.780834	0.369451	3.57522	2.53977
2.46582e+06	0.221887	0.834655	1.42763	1.51335
2.85241e+07	0.128923	0.997806	0.525893	0.894403
3.50155e+07	0.931558	0.0816767	3.62887	2.78571
3.784e+07	0.331214	0.991815	0.289095	0.346643
6.52308e+07	0.668649	0.44538	1.3942	0.975754
5.89116e+07	0.935376	0.745305	2.02151	2.97385
6.00661e+07	0.679277	0.818793	0.359397	0.604532
6.52241e+07	0.704541	0.60907	0.16464	0.07854
3.20136e+07	0.933622	0.633455	3.55845	3.265
3.93501e+07	0.891525	0.671981	1.03751	0.88293
2.6806e+07	0.723701	0.653621	21.5289	21.6583
6.5312e+07	0.794804	0.667148	0.461863	0.621948
2.89737e+07	0.448293	0.821495	0.115588	0.173711
5.71228e+07	0.609961	0.912998	0.36779	0.150185
7.82588e+06	0.696825	0.32812	0.530398	0.639771
1.61173e+06	0.822434	0.753643	4.25271	3.14009
4.71565e+07	0.871385	0.549411	3.35102	2.78583
3.00255e+07	0.777334	0.806417	0.21151	0.256455
2.71223e+07	0.956397	0.688435	2.08304	2.47526
1.71727e+07	0.366369	0.884374	2.39938	3.77469
2.95036e+07	0.623545	0.785731	6.25182	3.14757
2.13502e+07	0.479386	0.961386	2.4927	1.59579
4.98885e+07	0.961759	0.39876	1.97347	1.12523
1.06809e+07	0.203232	0.89391	0.423622	0.246279
5.03232e+07	0.335383	0.725137	0.765023	0.997193
5.39894e+07	0.969134	0.319718	1.01564	1.21952
6.68529e+07	0.962479	0.416602	0.539185	1.08538
4.22951e+07	0.75713	0.311152	0.125488	0.0947113
6.2193e+07	0.101446	0.915692	2.78414	3.88721
6.3034e+07	0.315851	0.738877	1.1341	0.805554
