mut_pos	s_d	w_d	s_fx	w_fx
1.26164e+07	0.82892	0.847209	1.29346	0.86018
5.26861e+07	0.89194	0.268943	0.627235	0.984586
6.73044e+07	0.848023	0.652418	0.463644	0.545069
6.5179e+07	0.969353	0.578386	1.46219	1.24856
8.21093e+06	0.674608	0.683215	1.10823	1.10761
4.62517e+07	0.391301	0.9448	0.890483	1.26005
3.54151e+07	0.676988	0.675736	0.451222	0.351982
5.70441e+07	0.808723	0.605734	1.14931	1.52981
2.71571e+07	0.9617	0.752666	0.626897	0.641131
4.82985e+07	0.701714	0.769771	2.30301	1.8187
6.60718e+07	0.482432	0.895171	4.1901	7.97921
6.8558e+07	0.790527	0.378925	0.480803	0.135565
2.76125e+07	0.888243	0.952024	0.24509	0.311809
3.55114e+07	0.350331	0.712489	2.06321	1.79054
6.0314e+07	0.838519	0.788952	0.600838	0.680061
5.95055e+07	0.643471	0.507911	0.703091	0.764275
2.04769e+07	0.256546	0.775777	1.33811	2.34701
4.86493e+07	0.0463843	0.985838	0.530044	0.334224
