mut_pos	s_d	w_d	s_fx	w_fx
2.51326e+07	0.69244	0.557869	2.77669	4.6684
3.6246e+07	0.414261	0.765548	0.847687	0.600174
4.39196e+07	0.364653	0.718953	0.240645	0.291136
2.57138e+06	0.67237	0.798308	1.3992	0.984083
614007.0	0.676871	0.366025	0.935949	0.318441
2.46114e+06	0.752645	0.261514	2.25394	0.801799
2.06952e+07	0.376725	0.901657	1.51579	2.28254
5.54147e+07	0.600259	0.72848	12.6146	17.4486
2.49358e+07	0.863103	0.398102	0.147245	0.23231
4.33265e+07	0.289792	0.843646	0.396397	0.409898
3.4779e+07	0.473114	0.805664	2.78373	2.08549
7.32235e+06	0.881752	0.948936	0.23641	0.296818
6.20962e+06	0.894287	0.660903	3.06118	2.30196
4.49106e+07	0.237697	0.864476	3.06092	2.79158
5.12782e+07	0.751346	0.493837	8.28255	3.36409
5.78736e+07	0.390004	0.680791	1.00197	0.522071
5.63904e+07	0.853281	0.241094	0.160246	0.10511
5.09463e+07	0.201773	0.867564	0.148687	0.197805
6.66601e+07	0.203348	0.812681	1.67405	1.16368
8.51636e+06	0.76177	0.35255	0.475589	0.400404
7.0141e+06	0.586707	0.524911	0.721184	0.883331
4.75486e+07	0.819057	0.958668	1.13251	1.64562
8.17238e+06	0.907565	0.99657	7.28075	4.91628
6.70821e+07	0.775535	0.656383	2.06451	1.19573
3.79398e+07	0.142228	0.978783	1.19803	1.17912
5.75428e+07	0.343747	0.986407	2.54676	2.81903
4.21322e+07	0.942275	0.188482	1.24048	2.27093
4.84454e+07	0.81461	0.429117	15.7508	17.6328
6.85948e+06	0.139007	0.876173	0.0972344	0.0929122
5.87371e+07	0.470452	0.954399	5.16367	4.79404
3.98496e+07	0.823051	0.653831	0.411523	0.345589
1.06931e+07	0.84988	0.314572	0.450767	0.563157
4.77858e+07	0.672207	0.633432	0.5458	0.670935
2.52578e+07	0.485099	0.656052	1.76055	0.983563
3.70274e+07	0.858914	0.392523	0.298935	0.165355
3.22443e+07	0.702736	0.360178	0.481951	0.446483
7.84914e+06	0.947878	0.832111	0.241372	0.211532
