mut_pos	s_d	w_d	s_fx	w_fx
2.49823e+07	0.417947	0.972635	0.481537	0.407994
6.29307e+07	0.046967	0.980762	2.53169	2.42995
1.512e+07	0.962165	0.534218	0.418376	0.656976
4.49699e+07	0.0812618	0.958123	3.40244	8.68391
5.09432e+07	0.936303	0.139383	0.630895	1.28875
3.81996e+07	0.284826	0.978435	1.40017	1.78838
3.57934e+07	0.788811	0.303368	0.612398	0.54101
5.82168e+07	0.523355	0.83402	0.834351	0.979621
5.00891e+07	0.272795	0.880596	0.348379	0.389128
6.49387e+06	0.701022	0.513472	0.551376	0.601111
1.10523e+07	0.377502	0.866682	1.45029	0.746387
4.1446e+07	0.749585	0.421045	0.30163	0.59461
2.42841e+07	0.41575	0.778	0.951833	0.964602
5.06032e+07	0.84912	0.779038	0.912241	0.587648
2.63147e+07	0.755325	0.506144	0.866366	0.694927
5.91065e+07	0.593703	0.964505	5.60511	9.27304
1.22277e+07	0.77724	0.661294	0.199188	0.2731
6.11897e+07	0.912834	0.0934508	2.33602	1.69386
3.46993e+07	0.300295	0.759584	1.37688	0.800195
3.73268e+07	0.966874	0.941903	0.128929	0.155905
3.84262e+06	0.370454	0.827251	1.29742	1.46986
4.96061e+07	0.131106	0.876456	2.00491	3.10211
4.28406e+07	0.990135	0.552681	1.07214	0.994741
5.0847e+07	0.538455	0.98511	3.35703	5.12795
1.78983e+07	0.826958	0.615616	3.4028	4.89355
5.74892e+07	0.909999	0.849422	0.721923	0.676774
1.51714e+07	0.545421	0.975671	5.6726	11.1745
9.78927e+06	0.556433	0.720636	10.2894	7.21725
3.21926e+07	0.517566	0.916494	0.620182	0.79177
1.6281e+07	0.614857	0.794202	0.15259	0.351693
4.13719e+07	0.757326	0.452268	1.54465	3.09442
2.7307e+07	0.652023	0.986886	2.38751	2.25199
8.35434e+06	0.883369	0.685113	0.574789	0.357532
6.24477e+07	0.896481	0.193835	0.213547	0.206187
5.38707e+07	0.91062	0.232271	0.415424	0.422057
6.77332e+07	0.855259	0.642893	1.00015	0.516914
3.97381e+07	0.941678	0.176487	0.681743	0.594253
4.7252e+07	0.545043	0.968215	2.56311	2.26724
5.51957e+07	0.942537	0.652411	2.56524	1.95958
5.71797e+07	0.755655	0.398187	5.45116	4.00354
1.9986e+07	0.947321	0.7007	1.30121	2.9124
1.03929e+06	0.846921	0.22481	1.28921	2.1784
5.23685e+07	0.636733	0.419747	0.626227	0.895063
1.01712e+07	0.459219	0.861419	0.698589	0.769993
4.05616e+06	0.585159	0.432213	1.54581	1.75441
1.09076e+07	0.510334	0.806585	0.193614	0.244736
6.32686e+06	0.197084	0.80315	0.103657	0.0736592
1.99131e+07	0.74676	0.644743	0.578768	0.485568
5.55684e+06	0.716749	0.448479	2.37817	2.17683
1.21385e+07	0.400458	0.77284	0.844069	1.08941
6.4787e+07	0.532573	0.968371	1.59585	1.20163
2.08293e+07	0.201148	0.885608	0.285348	0.190743
2.30957e+07	0.948465	0.606794	0.297689	0.417786
6.53279e+07	0.616184	0.676901	0.468349	0.190387
6.12242e+07	0.819777	0.631095	0.210546	0.254756
1.13749e+07	0.87995	0.664228	1.75495	0.964578
2.88133e+07	0.98888	0.568495	0.116856	0.158433
3.22143e+07	0.358657	0.730297	2.99524	1.07432
6.8038e+07	0.365529	0.779336	0.492453	0.465435
5.15021e+07	0.954194	0.543217	0.853091	1.8122
8.41892e+06	0.320486	0.866549	0.327509	0.455471
5.55352e+06	0.991763	0.0893409	1.33101	1.86446
3.91144e+07	0.318526	0.730088	1.10137	1.99982
5.41549e+07	0.294711	0.887235	7.7515	14.6488
2.92652e+07	0.703195	0.637988	2.5092	2.15146
1.32228e+06	0.321946	0.885417	2.78725	2.60589
4.32855e+07	0.764414	0.49762	0.362953	0.436494
5.16005e+07	0.954788	0.324581	1.53013	1.23717
5.07347e+07	0.805744	0.795375	0.770409	0.419355
3.2674e+07	0.80042	0.990008	0.26103	0.220668
4.76411e+07	0.850281	0.61316	1.28287	1.75967
4.2513e+07	0.352744	0.707591	1.29536	1.6342
5.64987e+07	0.125932	0.930339	1.35957	1.4321
1.1911e+07	0.691374	0.712191	5.84861	3.59865
6.44921e+07	0.947997	0.577356	0.330888	0.683634
