mut_pos	s_d	w_d	s_fx	w_fx
4.40768e+06	0.753065	0.567391	1.05469	1.19214
4.93119e+07	0.978068	0.682748	1.42159	1.4024
1.06311e+07	0.284894	0.923072	1.26669	1.43491
5.21659e+07	0.448207	0.956238	0.244542	0.140075
5.60278e+07	0.769978	0.412821	0.933933	0.877363
2.20275e+07	0.427817	0.993212	5.92511	5.96299
6.47172e+07	0.583771	0.695155	1.81604	2.62446
8.36732e+06	0.37186	0.786859	1.72151	1.53166
6.86597e+07	0.710915	0.529338	1.14222	0.792943
2.95087e+07	0.536763	0.812688	0.339479	0.25712
2.1421e+06	0.923995	0.987878	0.437195	1.49471
5.83883e+06	0.958113	0.142381	2.07328	1.90948
4.40006e+07	0.743143	0.454167	0.607383	0.885707
1.407e+07	0.814766	0.403169	1.18138	1.93734
1.27928e+07	0.741164	0.893316	0.566843	0.362253
2.6751e+07	0.669409	0.454961	1.7859	3.10812
2.92248e+07	0.920422	0.464952	0.139086	0.171436
5.60373e+07	0.94255	0.243469	4.11843	5.09336
5.44636e+07	0.659015	0.53794	1.57279	3.08475
3.67442e+07	0.667865	0.687347	1.24704	0.89444
4.62218e+07	0.761163	0.959383	0.367571	0.524615
2.52611e+07	0.888933	0.391533	2.11877	2.03325
5.59489e+07	0.234237	0.789004	0.868232	0.57335
2.7732e+07	0.748845	0.756743	2.25345	1.31343
3.4072e+07	0.591043	0.74927	0.434437	0.329984
2.7908e+07	0.779444	0.852927	2.62091	1.53802
3.8254e+07	0.222349	0.960294	0.763071	0.577673
5.66329e+07	0.885363	0.383844	0.255298	0.234529
5.54442e+07	0.948842	0.404669	0.0666906	0.0896246
6.28686e+07	0.394753	0.737999	1.16637	1.63298
5.6772e+07	0.719128	0.463859	6.81102	2.50646
1.36588e+07	0.468325	0.858524	1.85869	2.59901
7.71146e+06	0.650352	0.754704	2.97755	2.92939
6.52652e+07	0.963355	0.511	0.994013	0.413636
2.61421e+07	0.548607	0.486201	0.806759	1.06571
5.50345e+06	0.475734	0.601931	0.147859	0.240144
2.24898e+07	0.062081	0.948424	1.18883	1.06573
