mut_pos	s_d	w_d	s_fx	w_fx
2.8573e+07	0.513835	0.798703	1.96581	1.33584
5.47994e+07	0.709988	0.789111	0.440052	0.600477
4.5169e+07	0.739402	0.866766	2.39945	2.40515
6.00138e+07	0.830159	0.793054	0.19879	0.267365
3.97806e+07	0.693056	0.860427	0.327477	0.388517
3.41462e+07	0.214655	0.968331	0.836172	1.21479
3.74793e+07	0.406473	0.986852	1.22514	1.58938
2.67827e+07	0.535226	0.831643	1.06225	1.22234
6.12904e+07	0.997429	0.477741	1.37872	1.25508
3.84931e+07	0.861729	0.397837	3.83317	4.37313
4.22969e+06	0.80743	0.733645	0.902623	0.961144
4.45838e+07	0.697874	0.909371	1.15226	0.681379
6.83833e+07	0.785975	0.319188	4.13806	3.9512
3.46417e+07	0.943752	0.703886	0.248479	0.217271
1.51123e+07	0.462916	0.974431	1.36223	0.449707
4.22175e+07	0.195976	0.853522	1.31202	1.35269
3.41789e+07	0.77002	0.432812	0.673356	0.637531
3.73598e+07	0.677821	0.346555	2.768	7.42157
