mut_pos	s_d	w_d	s_fx	w_fx
6.05319e+07	0.0821764	0.952807	2.00424	1.44376
5.33744e+07	0.328314	0.80205	0.480016	0.650712
6.55499e+07	0.471834	0.601758	0.901125	0.877457
5.43045e+07	0.429155	0.874744	0.605122	1.22359
6.50309e+07	0.616112	0.749685	0.771141	0.798427
6.7926e+07	0.95167	0.280122	0.229034	0.18877
2.6804e+07	0.996867	0.523178	0.82415	0.851538
2.40375e+07	0.277926	0.781862	50.0249	24.4475
2.97123e+07	0.823854	0.406931	0.853151	0.94384
2.33423e+07	0.590484	0.975719	0.936864	1.39083
6.57674e+07	0.700687	0.603777	0.265828	0.263312
1.17118e+07	0.809735	0.270577	0.588269	0.524967
2.20157e+07	0.934823	0.441402	0.267102	0.339113
4.9165e+07	0.467244	0.657016	1.29768	0.788669
5.66951e+07	0.667957	0.401194	0.622567	0.577147
1.64738e+06	0.529174	0.604055	0.436495	0.515516
6.17022e+07	0.851906	0.324191	0.495015	0.229622
3.86811e+07	0.957695	0.588129	2.10492	1.86417
