mut_pos	s_d	w_d	s_fx	w_fx
6.56718e+07	0.499965	0.946717	2.51095	2.18752
3.53423e+07	0.830574	0.994308	1.32519	1.14678
5.46008e+07	0.81935	0.188768	0.465324	0.55903
2.15291e+07	0.843992	0.215201	0.626683	1.06736
1.18322e+07	0.700132	0.597259	3.30184	2.10315
1.25951e+07	0.443554	0.808626	4.61789	1.64119
5.13542e+07	0.72583	0.610147	1.56541	1.73431
6.62575e+07	0.83644	0.94916	2.90066	1.49691
7.20299e+06	0.984579	0.517304	1.07849	1.60202
6.88041e+07	0.979471	0.82769	0.269931	0.194666
4.189e+07	0.743996	0.401611	2.0266	3.60644
6.51573e+07	0.823073	0.433972	0.12828	0.221963
5.55216e+07	0.622009	0.772692	0.25857	0.27925
2.24476e+07	0.721747	0.400847	0.412525	0.195631
5.19196e+07	0.486227	0.732719	4.56238	3.3489
4.73771e+06	0.3047	0.87554	0.699942	0.513645
2.63839e+07	0.746294	0.929198	2.47007	2.01305
5.25684e+07	0.750592	0.710313	0.977411	2.00279
3.3826e+07	0.898374	0.551767	0.244922	0.638723
1.63699e+07	0.821226	0.268704	1.79284	1.13301
6.28343e+07	0.858127	0.141986	0.238823	0.252702
5.24205e+07	0.74329	0.969006	4.18448	3.53052
5.72731e+07	0.427181	0.816867	1.25434	1.53795
5.42413e+07	0.856645	0.713937	2.84167	1.9322
5.86589e+07	0.403182	0.975492	0.474487	0.777767
5.81412e+07	0.914602	0.220589	0.382993	0.809566
5.28436e+07	0.710672	0.989006	2.05196	0.762235
4.81859e+07	0.37942	0.643285	2.1059	0.997265
3.58686e+07	0.934063	0.379625	0.638396	0.629594
5.7508e+07	0.978725	0.0937431	0.744221	1.24146
6.77234e+07	0.572509	0.788757	1.41032	1.14079
6.30467e+06	0.628553	0.947939	0.37627	0.687398
1.33853e+07	0.555074	0.613805	0.499917	0.42008
1.19998e+07	0.794934	0.602146	1.16595	1.58698
4.53661e+07	0.947693	0.839741	0.586869	0.264221
1.37787e+07	0.800862	0.912672	1.48258	0.838482
1.75068e+07	0.116891	0.894621	0.181529	0.124644
