mut_pos	s_d	w_d	s_fx	w_fx
1.91133e+07	0.659509	0.525753	1.29418	1.94746
3.09408e+06	0.617463	0.892092	4.78105	5.3613
6.45141e+07	0.53293	0.590202	6.65785	7.43092
307482.0	0.6829	0.546541	4.20031	2.96265
4.73291e+07	0.598898	0.836436	0.594299	0.600454
2.7289e+06	0.709656	0.799996	0.334803	0.203297
4.19494e+07	0.956972	0.267008	1.70214	0.952868
6.0068e+07	0.89128	0.984831	0.266485	0.44568
3.38655e+07	0.365749	0.941587	0.185548	0.168541
3.60387e+07	0.359732	0.815812	2.67223	1.35195
3.06488e+07	0.389721	0.67419	0.489885	0.534617
2.8378e+07	0.911284	0.516414	0.339572	0.366558
4.34446e+07	0.867245	0.269738	0.337972	0.619149
3.49634e+07	0.695749	0.309246	0.536157	0.684173
5.82189e+07	0.30673	0.854803	0.681144	1.36716
1.98227e+07	0.298304	0.943902	0.216246	0.249568
4.58094e+07	0.832617	0.394846	3.02847	5.51401
6.3654e+07	0.197633	0.826406	0.741344	1.01283
