mut_pos	s_d	w_d	s_fx	w_fx
6.27621e+07	0.561686	0.702687	0.726352	1.0386
6.6985e+07	0.867168	0.380543	0.594317	0.745423
5.35114e+07	0.785223	0.438263	1.37562	2.69435
4.51718e+07	0.754529	0.335906	0.708087	1.52185
4.32561e+07	0.750729	0.340263	7.31586	2.75257
6.24334e+07	0.819251	0.411901	0.559266	0.429999
7.25219e+06	0.3612	0.786079	0.951813	1.46299
3.45694e+07	0.929126	0.851341	0.502561	0.732854
6.66823e+07	0.806145	0.976693	3.00817	2.48119
1.39794e+07	0.724157	0.771559	0.567687	0.475779
2.49083e+07	0.958552	0.214099	0.599843	0.465843
2.13969e+07	0.609154	0.820613	0.847319	1.15517
55357.0	0.765828	0.923363	1.75978	1.52325
6.81192e+07	0.750336	0.342889	1.37251	2.42131
4.18718e+07	0.200144	0.895847	2.64557	3.66763
5.06954e+07	0.79773	0.791505	1.16923	0.875501
3.13256e+07	0.6673	0.449495	0.380682	0.841988
1.81294e+07	0.829566	0.995174	0.485447	0.922949
3.73205e+07	0.899926	0.639588	0.523541	0.386283
3.43253e+07	0.875049	0.943071	1.67218	2.01366
2.26315e+07	0.940115	0.942512	0.183235	0.211434
4.02411e+07	0.953093	0.532934	0.94647	1.40942
6.87972e+07	0.460869	0.739972	4.89923	9.67982
5.63705e+07	0.24791	0.869637	2.52419	1.923
1.85889e+07	0.46356	0.56537	0.211204	0.116443
4.99743e+07	0.85232	0.284816	1.00002	0.928844
1.61412e+07	0.881604	0.785017	1.29215	0.627946
5.16673e+07	0.456252	0.623617	0.749797	1.054
5.9817e+07	0.567394	0.646625	1.33684	1.73537
8.66825e+06	0.771405	0.611184	0.511619	1.04989
1.00857e+07	0.439666	0.777107	3.12698	1.32885
700244.0	0.500454	0.701273	0.457923	0.196441
6.83283e+07	0.660274	0.853886	2.12142	1.75779
1.46287e+07	0.84632	0.432058	1.03356	0.79239
707231.0	0.933009	0.202415	0.709102	1.0311
1.15391e+07	0.864397	0.777307	1.30618	1.53747
1.8994e+07	0.657094	0.804062	0.756299	1.86209
