mut_pos	s_d	w_d	s_fx	w_fx
3.74451e+07	0.289701	0.84587	0.345813	0.235533
1.79969e+07	0.985594	0.244442	2.03112	0.980798
3.23753e+07	0.667976	0.704163	1.04754	1.99545
2.65531e+07	0.885297	0.772945	1.08767	0.79488
5.4098e+07	0.453908	0.621207	1.23543	2.38806
4.66725e+07	0.888616	0.20497	0.183878	0.181265
2.86726e+07	0.249336	0.760103	1.02105	0.726483
4.93857e+07	0.945772	0.210306	1.14625	1.13449
5.22626e+07	0.97463	0.332233	0.450984	0.79604
4.21192e+07	0.620115	0.413969	1.84559	1.47255
3.89632e+07	0.532427	0.947452	1.05525	0.461818
5.01528e+07	0.643776	0.541634	1.41204	1.79993
1.98147e+07	0.608342	0.692941	4.1704	4.59724
4.31957e+07	0.624449	0.511984	0.497066	0.658515
2.80681e+07	0.847529	0.717488	0.660206	0.396616
1.84979e+07	0.179737	0.900353	0.938704	0.759009
2.46215e+07	0.408532	0.598406	0.757837	0.565603
674416.0	0.698201	0.712528	0.421064	0.504967
2.50658e+06	0.850362	0.864717	0.292709	0.291253
4.07976e+07	0.316939	0.779904	2.53389	2.79029
1.81278e+07	0.435425	0.764678	1.68861	0.81253
443991.0	0.848722	0.621921	0.866758	1.08938
1.90916e+07	0.176142	0.951739	0.312616	0.128159
3.1481e+07	0.7332	0.697688	2.09231	1.19891
5.20805e+07	0.95463	0.689793	3.30812	2.23683
4.2964e+07	0.353497	0.718561	3.4951	5.30054
4.84211e+07	0.295445	0.983035	0.771355	0.654484
2.042e+07	0.598493	0.591024	0.594776	0.902585
4.51867e+07	0.813291	0.909925	0.968495	0.777819
2.03846e+07	0.871371	0.798776	0.249739	0.454733
3.49111e+07	0.441142	0.87811	3.10727	2.12054
3.88919e+07	0.505272	0.975011	0.455804	0.417622
6.49633e+07	0.697601	0.659546	0.25075	0.329898
2.04897e+07	0.855106	0.726602	0.379645	0.41653
6.05849e+07	0.928149	0.453697	0.664827	1.23904
2.08965e+07	0.995028	0.21608	4.62872	5.04499
1.44092e+07	0.913347	0.72879	0.793012	1.11499
