mut_pos	s_d	w_d	s_fx	w_fx
5.87643e+07	0.686376	0.883369	0.372721	0.451127
5.61055e+07	0.506107	0.547054	0.870769	1.13812
6.03209e+07	0.781953	0.673077	1.22788	0.918615
6.35196e+06	0.610384	0.732625	2.67781	2.44903
6.17472e+07	0.429264	0.730718	1.0377	1.70574
2.18977e+07	0.620812	0.380581	0.154723	0.11347
2.98291e+07	0.750306	0.665495	0.924067	0.584515
2.54176e+07	0.786259	0.335191	0.664349	0.531469
5.40988e+07	0.904943	0.612254	1.76414	1.70825
4.94545e+07	0.641984	0.903236	0.170845	0.212763
6.79861e+07	0.869428	0.466844	0.135739	0.191936
3.42036e+07	0.993285	0.640179	1.82654	4.57311
3.96236e+07	0.512111	0.999952	2.86159	1.66266
3.72675e+07	0.817895	0.73734	0.639599	0.79633
4.21997e+06	0.851125	0.328651	0.149516	0.243051
6.47846e+07	0.340886	0.776755	2.0403	1.42344
121369.0	0.858565	0.63752	1.28321	1.20682
3.06962e+07	0.633473	0.522803	0.522746	0.35622
5.13071e+07	0.935298	0.24884	1.3931	1.5903
4.67087e+07	0.815451	0.59505	0.867706	2.751
6.1925e+07	0.817788	0.569655	0.110731	0.137586
8.14158e+06	0.997699	0.178804	1.00408	0.666953
9.9967e+06	0.407095	0.998797	0.849783	0.888791
6.2361e+07	0.854491	0.554115	1.59225	1.73952
6.52002e+07	0.951723	0.29982	0.726109	0.827568
2.11216e+07	0.421361	0.696431	1.61309	1.52696
2.99912e+07	0.666125	0.364306	0.306754	0.147525
6.68088e+07	0.315706	0.996934	1.37878	0.950724
2.59567e+07	0.954764	0.226584	1.43444	0.885059
5.98359e+07	0.576162	0.501971	0.59374	0.414634
6.35172e+07	0.529305	0.765089	0.906067	0.683752
1.1104e+07	0.845599	0.523831	0.853465	1.26649
5.85838e+07	0.857585	0.466206	0.762171	1.4915
6.66166e+07	0.819963	0.972998	0.316712	0.305032
2.62061e+07	0.799599	0.859115	0.516143	0.32173
4.55433e+07	0.637409	0.462297	10.2014	5.15745
4.63895e+07	0.264861	0.776723	0.93836	0.969165
6.02421e+07	0.559056	0.485275	3.44015	1.97916
1.49825e+07	0.391119	0.990553	2.38736	1.78452
5.15622e+07	0.997901	0.01969	1.0731	1.08473
5.77409e+07	0.303253	0.837792	1.14024	1.34336
5.1269e+07	0.179588	0.82119	0.406621	0.335814
1.57739e+07	0.366777	0.935024	0.411608	0.465136
5.95074e+07	0.958289	0.588194	0.758793	1.16451
3.60328e+07	0.858272	0.164924	1.70434	1.6376
3.22911e+07	0.260472	0.828513	0.547876	0.993173
5.20663e+06	0.830309	0.825318	0.184638	0.276968
2.16977e+07	0.85562	0.5856	2.84069	4.90004
7.74287e+06	0.967137	0.0604987	1.43053	2.16475
2.6326e+06	0.682555	0.599198	1.61764	2.98218
4.24565e+06	0.989805	0.594223	0.138936	0.246451
6.83804e+07	0.845251	0.667849	0.960681	0.890559
3.95426e+06	0.372381	0.999144	0.4438	0.291817
3.7392e+07	0.371036	0.949443	1.30544	1.02502
1.93884e+07	0.968968	0.797592	0.980801	0.70492
3.38108e+07	0.174474	0.894868	0.649038	0.946898
2.57953e+07	0.855197	0.195525	0.312203	0.447472
3.68603e+07	0.25613	0.975668	0.1081	0.146492
6.32967e+07	0.160873	0.984454	0.727652	0.470348
6.47974e+07	0.540518	0.950162	0.445091	0.422599
1.53695e+07	0.851288	0.395072	1.87716	1.35529
2.11586e+06	0.399836	0.692173	0.930405	0.86084
3.6891e+07	0.16622	0.8925	1.485	1.52868
4.3979e+07	0.604605	0.660195	0.468056	0.422047
4.27968e+07	0.933428	0.492397	0.406478	0.397478
6.07542e+07	0.810226	0.973815	0.816941	0.827081
2.65677e+07	0.544264	0.621143	0.274373	0.205073
4.82513e+07	0.619248	0.627045	0.73654	0.550862
2.48171e+07	0.879226	0.997119	1.38162	1.32334
9.6476e+06	0.732064	0.513447	0.317612	0.924526
8.84761e+06	0.980068	0.901976	3.06756	5.5882
4.88439e+07	0.891952	0.910007	1.11148	0.710858
4.74544e+07	0.708341	0.493723	0.387104	0.416599
8.66435e+06	0.84291	0.920514	3.43159	1.16697
3.16815e+07	0.73824	0.354312	0.472744	0.752284
1.4107e+07	0.882195	0.175686	1.55695	0.983707
6.50874e+07	0.104082	0.947897	2.4882	2.55429
2.37151e+07	0.845377	0.557333	0.736654	0.974289
4.15921e+07	0.900323	0.936933	5.4809	5.44643
2.69478e+07	0.842088	0.512235	0.829348	1.10436
3.32468e+07	0.793961	0.926484	1.62585	2.14291
5.7784e+07	0.914206	0.448507	5.05671	3.39162
5.43138e+07	0.646589	0.574109	0.882612	0.734632
3.28371e+07	0.647928	0.899345	0.887965	0.80352
1.79817e+07	0.753438	0.556246	0.973497	0.958721
1.662e+07	0.815718	0.257391	4.72536	4.557
5.75867e+07	0.613227	0.906795	0.554873	0.748582
4.36063e+07	0.918171	0.858023	0.481607	0.47255
1.02707e+07	0.840218	0.940441	1.72534	1.37958
1.74292e+07	0.695615	0.990324	0.264086	0.193735
1.36748e+07	0.948753	0.831517	1.37684	1.14912
6.63347e+07	0.690179	0.713286	0.908452	0.886708
3.21798e+07	0.658158	0.46576	0.382114	0.381381
7.98531e+06	0.763326	0.433256	9.39023	2.22601
2.22748e+07	0.642687	0.941863	1.01116	0.783281
846479.0	0.21508	0.788454	0.772676	0.462068
6.13397e+07	0.594051	0.638566	0.902881	0.792274
4.66999e+07	0.328203	0.744534	1.08547	1.89883
2.31837e+07	0.673381	0.383427	0.600905	0.69769
6.45039e+07	0.578756	0.792611	1.07622	1.15642
6.07534e+07	0.743094	0.490235	0.131108	0.181979
1.1492e+06	0.665839	0.616967	1.2189	0.882643
4.38461e+07	0.273055	0.729869	0.572205	0.432278
2.6291e+07	0.841917	0.590873	0.106238	0.132217
1.07785e+07	0.913528	0.858824	0.627338	0.614663
1.21534e+06	0.121265	0.965422	0.221088	0.35697
4.74104e+06	0.563447	0.865518	0.865734	0.849966
6.50469e+06	0.503731	0.810608	0.974696	0.455422
6.53171e+07	0.407997	0.727151	2.90373	4.2079
1.45432e+07	0.765541	0.236506	0.188798	0.247556
3.23465e+07	0.812868	0.763807	3.86484	2.49503
5.06339e+07	0.334724	0.950162	1.19452	1.33437
3.07782e+07	0.848338	0.271751	0.337957	0.387874
1.07894e+07	0.958333	0.864663	0.352638	0.394461
4.87205e+07	0.644954	0.918383	0.95356	1.70138
2.40281e+06	0.765145	0.548817	0.371772	1.36308
2.18836e+07	0.666481	0.537865	0.758566	0.399287
3.05321e+07	0.835226	0.34415	1.05347	4.6899
3.61661e+07	0.977965	0.970018	0.308265	0.34181
6.05709e+06	0.942282	0.20232	3.41785	2.82992
6.42685e+07	0.679076	0.36258	1.29179	1.72916
4.46371e+07	0.821673	0.275936	0.239483	0.259307
2.00072e+07	0.655939	0.47118	1.73532	1.43094
6.09236e+07	0.802409	0.550433	1.0988	0.979825
4.66474e+07	0.02628	0.997677	0.547458	0.291084
6.46123e+07	0.597855	0.921309	0.5145	0.691655
6.84141e+07	0.99956	0.465053	0.456499	0.58213
3.0682e+06	0.805419	0.53297	1.05717	1.06538
4.48461e+07	0.402214	0.995562	0.309751	0.18726
1.94326e+07	0.907157	0.354295	1.14947	0.981742
3.5986e+07	0.623361	0.647679	3.03164	4.26613
2.63073e+07	0.747806	0.818806	1.70548	1.01726
5.24735e+07	0.817616	0.971178	0.976289	1.18535
