mut_pos	s_d	w_d	s_fx	w_fx
5.25275e+07	0.611459	0.928535	0.219431	0.262997
1.62452e+07	0.171076	0.85621	1.96907	2.12429
5.24376e+07	0.855093	0.46278	1.80644	2.55278
2.82789e+07	0.693145	0.370574	0.235829	0.360343
5.66281e+07	0.767734	0.732287	0.714118	1.12145
5.27503e+07	0.0909216	0.94429	0.795184	0.866
2.60966e+07	0.193574	0.954629	1.22035	0.787293
5.67023e+07	0.146455	0.925917	1.34166	1.79007
6.74646e+07	0.484111	0.662196	0.631128	0.698369
2.44063e+07	0.451532	0.712388	1.34121	1.62134
6.67666e+07	0.494174	0.878714	0.288563	0.502248
3.93736e+07	0.79292	0.975299	0.800897	0.386095
5.24866e+07	0.793317	0.514335	2.16462	4.94828
5.83488e+07	0.34038	0.84298	1.05403	0.798311
5.05586e+07	0.920203	0.713886	1.15308	0.474603
4.20533e+07	0.449141	0.69513	1.21017	1.01873
4.21041e+07	0.965305	0.152147	0.212778	0.210991
6.88906e+07	0.676643	0.436555	1.24745	0.922913
2.16196e+07	0.906724	0.522432	0.337453	0.447385
4.48413e+07	0.0222249	0.985432	0.693518	0.905488
2.76763e+07	0.758195	0.898562	1.32359	2.26923
1.93771e+07	0.55585	0.776152	4.42909	5.15632
5.61441e+07	0.481475	0.692848	1.46317	0.959548
1.70228e+07	0.13203	0.947954	0.0628467	0.0533596
910168.0	0.666304	0.462914	0.621354	0.695842
2.62562e+07	0.389772	0.645566	2.07874	1.18958
5.38871e+07	0.384649	0.722402	0.919436	0.480975
2.21514e+07	0.199249	0.994567	0.999068	1.45728
2.83904e+07	0.762717	0.678502	2.36796	2.80557
5.91403e+07	0.711981	0.714624	3.39923	2.53381
2.91324e+07	0.278436	0.874202	1.93927	2.27625
4.98863e+07	0.63741	0.951686	0.306455	0.322252
8.56693e+06	0.526943	0.700463	0.322411	0.382646
5.77608e+07	0.94804	0.833134	0.456649	0.612916
6.43103e+07	0.665969	0.379789	4.77039	5.0516
4.64358e+07	0.88645	0.180869	0.713568	1.33901
4.06951e+07	0.94751	0.0603516	0.42524	0.397001
6.73423e+07	0.818538	0.501254	0.141455	0.111883
2.10854e+07	0.81283	0.402058	2.16667	1.79051
2.87645e+07	0.575027	0.592685	3.58175	3.97572
1.28555e+07	0.658529	0.478988	0.297428	0.318922
2.81571e+07	0.878277	0.945811	0.625632	0.420135
6.72495e+07	0.617288	0.913648	0.739025	1.06295
2.11085e+07	0.68297	0.863068	0.681772	0.72515
6.14863e+07	0.40811	0.782399	1.65357	1.77763
4.8897e+07	0.856446	0.410085	0.992215	0.764994
4.10907e+07	0.807971	0.859291	0.813849	0.84387
4.53095e+07	0.918682	0.358571	1.44084	2.17812
5.23371e+07	0.0559657	0.992905	1.81933	1.56081
4.90836e+07	0.625783	0.976972	1.59937	3.10005
6.02887e+07	0.601128	0.935684	0.215137	0.361091
3.72441e+07	0.844916	0.266341	0.469516	0.724352
1.7624e+07	0.76666	0.775763	0.53493	0.487603
2.87972e+07	0.6114	0.460368	1.34782	0.643683
4.36751e+06	0.549205	0.565635	0.917515	1.55776
6.34391e+07	0.997861	0.304243	2.24745	2.99563
5.09005e+07	0.877845	0.393435	1.18501	0.864482
2.47394e+07	0.86487	0.557466	1.75067	2.07032
3.56369e+07	0.0918805	0.975788	0.863806	0.768404
3.91069e+06	0.928378	0.673873	0.21103	0.316114
4.27141e+07	0.684542	0.848364	1.52179	2.06008
4.56595e+07	0.901284	0.393126	0.73155	1.13442
2.60529e+07	0.408551	0.645258	0.202778	0.360873
4.44533e+07	0.598967	0.554044	3.13292	2.98127
4.09148e+07	0.923196	0.542318	1.5147	1.5553
3.76293e+07	0.85528	0.821125	1.22061	2.14796
6.25605e+07	0.0236284	0.981937	0.180752	0.206684
2.61768e+07	0.613989	0.814837	14.0084	6.22646
1.95354e+07	0.540404	0.514909	1.67642	3.08063
2.32607e+07	0.70548	0.74422	0.278267	0.358413
2.1745e+07	0.27725	0.749053	1.28894	0.846025
5.92823e+07	0.929772	0.512155	10.3286	3.70398
1.38327e+07	0.743952	0.75161	1.4295	1.09772
3.13257e+07	0.355858	0.718483	0.917528	1.04481
3.56878e+07	0.794549	0.397411	1.13672	0.682981
5.90003e+07	0.635917	0.653156	1.87933	1.52211
6.34064e+07	0.849203	0.903384	0.730241	0.743156
4.95705e+07	0.146832	0.899312	0.55205	0.665935
5.92044e+07	0.39954	0.751915	3.53647	2.72452
2.22754e+07	0.509948	0.595043	0.458047	0.308068
3.04998e+07	0.810944	0.833653	1.7903	2.21635
1.7747e+07	0.809767	0.364135	1.07063	0.841829
3.05834e+07	0.932718	0.367546	0.664167	0.998484
4.96946e+07	0.835984	0.489623	1.32336	1.36719
4.06179e+07	0.38576	0.81725	0.442006	0.547458
1.17497e+06	0.302409	0.834353	0.697135	0.656869
5.76728e+07	0.975104	0.845083	0.818904	0.576108
4.25709e+07	0.740323	0.980313	1.06792	0.483941
3.9536e+07	0.378758	0.658551	0.630613	1.30933
6.0244e+07	0.675869	0.333625	0.446579	0.237816
2.74471e+07	0.294437	0.958049	1.42719	1.80058
4.09119e+07	0.512082	0.798139	4.13841	2.83044
5.09821e+07	0.562562	0.742367	0.500229	0.419612
4.3321e+07	0.758318	0.419742	1.61771	1.21011
2.20591e+07	0.954329	0.924694	0.270423	0.277984
4.7035e+07	0.663097	0.795847	0.396599	0.474911
1.86632e+07	0.495583	0.522416	3.79855	9.06479
5.03882e+07	0.727778	0.870176	5.87352	5.97965
6.84965e+07	0.115549	0.927089	0.321569	0.29979
8.51864e+06	0.835932	0.721869	2.88615	2.16831
1.29057e+07	0.807631	0.943255	0.27647	0.508913
5.86933e+07	0.128215	0.956214	4.42881	5.11114
2.07903e+07	0.732487	0.717198	0.521753	0.288901
1.24033e+07	0.999279	0.803791	0.516058	0.345587
6.0105e+07	0.669754	0.902819	0.157231	0.165603
5.73896e+07	0.750843	0.566364	0.801027	0.643079
3.3448e+07	0.870029	0.253777	0.48046	0.672645
6.13285e+07	0.124378	0.920537	1.58269	0.883039
1.51584e+07	0.6131	0.686918	1.90439	1.35962
2.08318e+07	0.679059	0.912621	1.29897	1.52752
1.87191e+07	0.876873	0.254511	0.141638	0.354792
4.27315e+07	0.358744	0.910318	0.424632	0.638555
1.16866e+07	0.459077	0.563106	0.907754	0.760038
4.77333e+07	0.58451	0.565529	3.15071	3.58369
1.1499e+07	0.526058	0.806751	5.93788	6.41196
6.36618e+07	0.776836	0.814877	0.492159	0.413704
6.62362e+07	0.576251	0.740947	0.46962	0.195606
1.2903e+07	0.806362	0.404699	0.49637	0.378576
5.71761e+07	0.540574	0.809688	0.384782	0.757015
4.93999e+07	0.687393	0.936187	1.39255	2.5383
3.31877e+07	0.818989	0.967545	0.429902	0.346543
5.17547e+07	0.998324	0.617247	0.648923	0.861035
2.93634e+06	0.589222	0.911662	0.683931	0.869573
9.3106e+06	0.69411	0.875676	0.857238	0.82753
4.88472e+07	0.989048	0.684598	2.1583	1.96035
3.91445e+07	0.908326	0.499566	1.1989	1.12913
1.20765e+07	0.965673	0.701209	1.41407	1.73439
