mut_pos	s_d	w_d	s_fx	w_fx
8.17271e+06	0.926672	0.391137	5.51868	5.07915
5.42503e+07	0.896533	0.312148	0.827558	0.500418
4.53776e+06	0.425867	0.667905	11.9214	15.8428
1.20099e+07	0.174314	0.911126	0.162722	0.259927
2.71573e+07	0.574893	0.467712	4.95162	7.88187
6.41994e+07	0.149634	0.932134	7.89419	8.02513
1.07455e+07	0.621558	0.652061	11.8118	4.70749
8.43692e+06	0.597908	0.697603	0.561339	0.466458
4.3384e+07	0.882794	0.570139	0.242317	0.21422
5.39393e+07	0.867179	0.897791	2.47064	2.37783
7.14718e+06	0.453709	0.933809	1.24746	1.00509
1.31851e+07	0.171623	0.846035	0.526523	0.318687
4.66769e+07	0.537106	0.608131	12.1908	7.38608
4.69789e+07	0.177929	0.992398	0.243843	0.252212
6.26796e+07	0.808242	0.385337	1.44437	1.06341
3.7269e+06	0.925833	0.976435	0.797383	0.699527
988290.0	0.30634	0.932533	0.584218	1.12297
6.79811e+07	0.729275	0.591967	1.56272	2.19964
2.29444e+07	0.319291	0.888917	1.0477	1.17496
1.32148e+07	0.320013	0.712503	3.71791	4.22086
6.18533e+06	0.950811	0.98372	1.13326	2.25518
6.25543e+06	0.796414	0.48825	3.47725	1.83858
6.88817e+07	0.554302	0.835622	1.52342	2.98166
4.84327e+07	0.200863	0.801844	0.52614	0.348381
6.65377e+07	0.591432	0.42854	1.92549	1.25321
1.41373e+07	0.422745	0.980047	1.48363	0.577126
2.70632e+07	0.998203	0.744864	0.355747	0.217557
4.26612e+07	0.668698	0.600691	0.607185	1.07247
5.41959e+07	0.250067	0.951145	2.77997	2.73372
5.36483e+07	0.858162	0.853827	0.749731	0.89737
3.10224e+07	0.455745	0.648455	0.272979	0.297545
2.41726e+07	0.493997	0.690012	1.71552	1.0848
5.4421e+07	0.815089	0.185094	1.09814	0.516626
3.75301e+07	0.972563	0.640728	1.4618	1.27769
6.29401e+07	0.344198	0.795458	1.65635	2.15977
3.17177e+07	0.200678	0.950226	0.858459	1.21487
1.15115e+07	0.633075	0.831541	0.542732	0.383993
8.95984e+06	0.722555	0.953598	2.14089	1.74756
4.5622e+06	0.954126	0.443787	0.149537	0.420516
3.38707e+07	0.816584	0.573514	10.9975	8.93788
6.71778e+07	0.512807	0.660147	0.403319	0.897775
4.21888e+07	0.280053	0.853055	0.986668	2.41908
7.02833e+06	0.808641	0.676578	0.798825	1.07927
2.39364e+07	0.246905	0.828122	0.769726	0.632622
1.73437e+07	0.53419	0.917604	0.608358	0.91037
4.08295e+07	0.812874	0.886673	0.687809	0.322857
3.25867e+07	0.278874	0.862577	0.230388	0.385113
2.75571e+07	0.789027	0.769467	0.775173	1.14559
5.18435e+07	0.429924	0.828875	0.329788	0.532615
3.32471e+06	0.909036	0.362171	1.69247	0.876178
6.45325e+07	0.784252	0.892677	0.907872	0.991681
6.76743e+07	0.782916	0.682822	2.32965	1.60884
3.2216e+07	0.498319	0.614775	1.58612	1.48014
5.95674e+07	0.697995	0.974835	1.0101	0.638773
1.76825e+07	0.660756	0.69887	0.323858	0.659352
5.74234e+07	0.0516378	0.985487	13.9599	5.09291
5.93817e+07	0.657015	0.919361	1.12841	0.681195
6.53629e+07	0.998743	0.0462223	0.97579	1.18709
5.65213e+07	0.355877	0.944223	0.161973	0.256574
2.45221e+07	0.687656	0.633067	0.135773	0.0956773
2.92063e+07	0.534083	0.886068	1.06186	0.853761
6.4973e+07	0.991852	0.750888	1.02133	0.570784
3.29852e+07	0.765296	0.963937	1.49209	0.620835
1.81143e+07	0.982668	0.169748	0.0541136	0.06366
3.05843e+07	0.832887	0.555542	0.877195	0.676217
6.41671e+07	0.654065	0.666887	0.404726	0.452774
1.68511e+07	0.498959	0.730853	1.42595	1.28345
1.68583e+06	0.453631	0.740397	0.413063	0.618944
6.11688e+07	0.51009	0.532846	1.75166	1.52426
4.40453e+07	0.75024	0.936097	1.90013	1.49125
3.2403e+07	0.886845	0.670418	3.58736	3.65741
6.06723e+07	0.729731	0.767984	1.55505	1.4995
946034.0	0.523536	0.578115	3.06109	2.93764
3.53616e+07	0.692726	0.915385	0.219459	0.16576
3.93096e+07	0.952797	0.739844	1.09304	1.70841
2.25267e+07	0.91004	0.500619	0.406139	0.437009
2.10713e+07	0.955474	0.667315	3.93872	2.059
8.35334e+06	0.700374	0.860346	1.05027	0.664643
5.68813e+07	0.420896	0.988153	3.67021	2.76992
6.34366e+07	0.042719	0.960852	0.66084	0.591786
5.75011e+06	0.820008	0.448558	0.492552	0.425232
4.19833e+07	0.719087	0.694451	1.57694	1.49125
2.95705e+07	0.899987	0.623288	0.471991	0.477366
2.79467e+07	0.366829	0.898433	1.78365	1.3775
5.68932e+07	0.950464	0.968773	5.18254	2.78167
3.87064e+07	0.893821	0.981482	2.98973	1.58206
8.31935e+06	0.534832	0.812612	0.985265	1.3159
1.21819e+07	0.644367	0.896413	0.857204	0.806083
2.52159e+07	0.655934	0.681892	1.06259	1.63118
5.27174e+07	0.839585	0.945744	0.215963	0.314351
5.75636e+07	0.302007	0.885974	1.06527	0.909739
1.05935e+07	0.95476	0.705047	0.318239	0.345987
1.06762e+06	0.71496	0.819689	0.510755	0.263648
7.51639e+06	0.958099	0.350209	0.110991	0.0599657
4.96804e+07	0.749626	0.334855	0.84987	1.04213
3.83931e+07	0.365479	0.805655	1.2206	0.493147
5.89942e+06	0.256315	0.820622	1.31951	1.65108
6.60758e+07	0.142237	0.901414	0.641987	0.567313
6.12842e+07	0.644063	0.72907	0.338545	0.394181
1.14387e+07	0.967774	0.789886	1.43346	0.795334
8.45578e+06	0.753569	0.573563	1.36442	1.46622
2.93901e+07	0.532076	0.854766	0.74975	0.819622
2.57089e+07	0.842521	0.592959	2.27775	2.41367
5.33983e+07	0.711173	0.40051	2.61111	3.9091
1.3229e+07	0.898194	0.579463	11.3963	9.05495
4.00553e+06	0.634611	0.878434	1.08724	0.768128
6.46365e+07	0.97845	0.535322	0.359957	0.586088
2.48114e+07	0.582645	0.700799	0.796602	0.4989
6.40126e+07	0.950204	0.301905	0.494625	0.25693
5.31558e+07	0.880001	0.759337	1.51538	0.516142
1.79037e+07	0.72153	0.500344	1.36224	1.01989
4.51188e+07	0.836462	0.676717	0.676617	0.813502
5.13371e+07	0.282091	0.748467	2.8788	2.61953
2.91091e+06	0.269247	0.731338	1.3663	1.0911
3.13533e+07	0.19192	0.927363	0.754984	1.32335
5.23731e+07	0.410616	0.640116	1.39701	1.90164
1.51748e+07	0.846148	0.1822	0.605121	0.358415
1.17561e+07	0.615239	0.563366	2.54397	3.86618
2.60534e+07	0.719383	0.625527	0.557101	0.647366
1.26143e+06	0.968539	0.0962127	3.19239	4.76294
2.56146e+07	0.367065	0.68821	1.04708	1.8623
5.72334e+07	0.570179	0.956634	5.24231	6.60424
2.88901e+07	0.631008	0.756836	1.14492	1.90232
1.28726e+07	0.820594	0.913567	0.421583	0.470869
6.2904e+07	0.566087	0.464311	0.344871	0.326168
5.81752e+07	0.989611	0.0980634	0.130808	0.10387
6.5375e+07	0.929281	0.431833	2.24981	1.98982
2.43475e+07	0.599797	0.62555	1.13013	0.924521
3.57831e+07	0.683391	0.529486	0.489729	0.647761
1.78822e+07	0.886018	0.918013	0.346321	0.119544
