mut_pos	s_d	w_d	s_fx	w_fx
6.82014e+07	0.28485	0.814426	0.281977	0.538148
5.7988e+07	0.71873	0.543104	0.71604	0.384716
2.20042e+07	0.712758	0.301506	0.587288	0.855594
1.12947e+07	0.883733	0.30652	3.85376	3.11572
1.06521e+07	0.756451	0.252981	0.888979	1.21635
3.73264e+07	0.846181	0.187651	0.500162	0.521874
5.33304e+07	0.619599	0.916563	1.26621	0.958562
2.88119e+07	0.949753	0.569966	1.57814	1.91078
7.87247e+06	0.985353	0.742617	1.79243	1.77627
1.5524e+07	0.995436	0.718219	1.78032	1.54947
4.3619e+07	0.363223	0.659901	1.30341	2.10715
2.67782e+07	0.992344	0.975564	2.38348	3.02044
1.49873e+07	0.347807	0.725709	2.139	1.20372
4.91432e+07	0.573574	0.854242	1.96013	1.75839
1.22874e+07	0.919697	0.893287	2.87335	2.57315
6.61404e+07	0.760046	0.652415	1.27926	1.60955
2.51409e+07	0.796869	0.525802	1.56299	1.36291
975559.0	0.543153	0.934321	1.36713	1.17601
5.63428e+07	0.669026	0.479083	2.24734	3.64243
1.88332e+07	0.718579	0.891514	0.668196	0.687099
4.00556e+07	0.803276	0.67776	0.418966	0.349879
7.38986e+06	0.882746	0.76331	1.06412	1.04403
2.16928e+07	0.590097	0.485159	0.273155	0.32452
6.25595e+07	0.276918	0.817169	2.09944	2.01344
4.7028e+06	0.996278	0.257431	1.71206	2.04564
7.92261e+06	0.43639	0.727236	1.80078	1.95715
2.59533e+07	0.99111	0.962588	9.15916	3.91028
1.0184e+07	0.770974	0.24574	0.480491	1.08859
4.2244e+07	0.572719	0.926756	1.62346	1.92451
3.11968e+07	0.563962	0.734447	3.4586	3.59454
7.9386e+06	0.961592	0.950092	0.852428	0.462205
1.77451e+07	0.733077	0.72607	0.523017	0.536217
1.46857e+07	0.465206	0.732336	1.17178	1.34291
4.94216e+07	0.806967	0.941438	0.682024	1.06343
1.85028e+07	0.902727	0.18784	1.19552	0.853926
5.60666e+07	0.67572	0.822072	4.28004	5.23535
1.61885e+07	0.456442	0.93586	0.606381	0.794397
6.62826e+07	0.458132	0.837796	0.465129	0.540619
4.9602e+07	0.653044	0.381867	0.271289	0.333376
3.08513e+07	0.989626	0.299894	0.35949	0.62624
2.72156e+07	0.311069	0.764191	1.27413	1.04836
2.10014e+07	0.84091	0.750337	2.1297	1.26331
6.32515e+07	0.497233	0.53161	1.50756	1.65451
1.626e+06	0.699724	0.789719	1.1377	0.89903
5.93449e+07	0.630478	0.837104	1.19971	1.2301
2.20124e+07	0.519149	0.486969	1.12936	0.780033
3.45708e+07	0.917774	0.425469	0.952571	0.794631
6.64984e+07	0.884417	0.705295	1.15253	1.51644
1.74702e+07	0.873721	0.511006	0.238108	0.476499
6.15157e+07	0.821686	0.790542	1.10352	0.572741
4.63088e+07	0.295753	0.920885	0.499798	0.277512
