mut_pos	s_d	w_d	s_fx	w_fx
4.39528e+06	0.944568	0.525778	0.707522	0.751478
5.53234e+07	0.893615	0.668799	0.976276	1.86805
1.45006e+07	0.474	0.647291	6.85337	7.5876
6.83945e+07	0.485043	0.548268	0.837198	1.30657
3.97328e+07	0.609178	0.618115	2.49926	2.03464
5.13515e+07	0.143875	0.866059	4.17994	4.38883
2.06973e+07	0.635075	0.383938	2.5918	4.35872
6.13034e+07	0.684974	0.863581	0.937539	0.717491
1.10158e+07	0.806024	0.33382	0.761806	0.692281
6.35799e+07	0.992427	0.840058	0.506052	0.454478
3.34981e+07	0.873264	0.88009	6.27307	9.47649
5.30792e+07	0.833399	0.373281	2.50171	2.48911
1.60292e+07	0.87431	0.297274	0.870661	0.579918
6.1711e+07	0.537583	0.571013	0.105054	0.0966893
3.00653e+07	0.827528	0.471648	2.88286	2.43138
5.01441e+07	0.556164	0.924295	7.54376	6.24496
4.16182e+07	0.837944	0.98302	2.43193	1.24919
5.13527e+07	0.414369	0.91157	2.66208	2.64409
