mut_pos	s_d	w_d	s_fx	w_fx
1.94536e+06	0.667374	0.498372	0.942365	1.21006
3.94684e+07	0.451987	0.856674	0.663656	0.653978
5.06452e+07	0.888793	0.389859	4.43057	2.84782
1.16114e+07	0.411941	0.761259	1.62191	2.28727
4.697e+07	0.627897	0.694062	0.181295	0.23065
4.12711e+07	0.596156	0.940463	1.10057	0.975926
2.68528e+07	0.551544	0.84899	0.3482	0.914728
2.25894e+07	0.951352	0.969823	3.93159	3.30022
5.1309e+07	0.991254	0.907301	0.856098	1.65191
3.53984e+07	0.880565	0.357012	1.68305	1.01593
3.01226e+07	0.925198	0.179472	0.264696	0.914923
3.09477e+07	0.971723	0.648707	0.383847	0.254199
3.71034e+07	0.862538	0.696306	0.319097	0.402765
2.42652e+07	0.852685	0.171489	3.40685	4.2718
4.43039e+07	0.535487	0.498533	0.494657	0.539895
2.15457e+07	0.454799	0.937326	1.08352	1.60594
2.12276e+07	0.950693	0.381468	0.206226	0.265224
5.7003e+07	0.769307	0.256384	0.324516	0.414414
5.103e+07	0.277989	0.733514	0.444378	0.588666
2.5222e+07	0.396332	0.655434	1.04107	0.672955
4.46933e+06	0.378426	0.622964	1.33834	1.40573
4.78066e+06	0.172626	0.961248	0.457263	1.06054
9.31821e+06	0.334354	0.980848	1.02771	1.19622
2.30678e+07	0.341678	0.915114	4.16946	2.83573
2.14505e+07	0.881166	0.38552	1.50053	1.29277
3.28873e+07	0.944521	0.933939	0.442069	0.835428
3.35827e+07	0.726205	0.452299	1.04016	1.92088
2.74836e+06	0.381316	0.756232	0.419507	0.747828
3.96393e+07	0.951156	0.148323	0.895454	0.562433
1.08677e+07	0.692135	0.734214	3.00735	1.19014
8.18561e+06	0.865681	0.668765	0.737557	0.562791
5.29534e+06	0.836647	0.371799	2.83218	4.82561
1.60854e+07	0.918603	0.94132	0.664467	0.624748
5.52455e+07	0.497878	0.712382	0.587492	0.461053
7.57242e+06	0.745939	0.746504	0.651595	0.360682
4.6784e+07	0.557763	0.534062	0.572043	0.553222
5.06242e+07	0.895209	0.92332	0.501762	0.304961
5.81303e+07	0.911019	0.97233	1.67917	4.20883
6.85724e+07	0.0653334	0.969003	0.091392	0.158795
1.9131e+07	0.785536	0.437541	1.63132	1.51957
1.70445e+07	0.240308	0.786228	1.34861	1.76514
8.61291e+06	0.696797	0.411093	3.56144	2.8673
4.58662e+07	0.927014	0.355398	1.27993	1.08302
4.25013e+07	0.62912	0.556163	0.6825	0.332668
6.62983e+07	0.619052	0.647425	1.34722	1.23409
5.45488e+07	0.977348	0.116473	6.46913	4.48588
1.03863e+07	0.558112	0.558247	0.368925	0.155329
8.55809e+06	0.763311	0.456588	1.94245	1.72958
8.02325e+06	0.963633	0.715779	0.631278	0.404889
4.1598e+06	0.63065	0.632097	3.47617	3.40407
1.72091e+07	0.941741	0.616107	1.13263	2.04738
8.50278e+06	0.701813	0.761768	0.710402	1.20213
1.59555e+07	0.784014	0.477103	1.52763	2.13141
1.08225e+06	0.943637	0.364779	0.243718	0.444056
5.60354e+07	0.861468	0.178939	0.20761	0.234232
5.47511e+07	0.626859	0.622422	0.348988	0.452915
6.21667e+07	0.741449	0.779333	0.933452	0.966895
2.66267e+06	0.938973	0.982056	1.42477	2.03187
5.54807e+07	0.752643	0.534298	0.706283	0.549659
3.19764e+07	0.855212	0.64467	2.4252	1.50765
9.44359e+06	0.757779	0.459707	1.63356	1.47213
2.64717e+07	0.664952	0.760605	0.60136	1.22509
5.76138e+07	0.875798	0.46325	3.96567	3.17433
3.45971e+07	0.189493	0.880051	1.40368	1.70373
1.86555e+07	0.973442	0.974683	0.663968	0.629118
5.44673e+07	0.832412	0.220038	0.65912	0.655289
6.55576e+07	0.954052	0.923573	0.214702	0.276725
5.83381e+07	0.418028	0.623589	1.70442	1.1542
1.87919e+06	0.761176	0.355433	1.13727	0.884749
3.56674e+07	0.99613	0.317058	1.82557	2.31473
6.28025e+07	0.503922	0.534261	0.742444	0.565777
4.63125e+07	0.832991	0.176162	2.39772	5.02203
3.93569e+07	0.318791	0.831251	2.18554	2.72058
1.57534e+07	0.267264	0.986649	0.782849	0.714375
4.39553e+06	0.620946	0.758559	3.51076	3.5283
4.72633e+06	0.86995	0.827055	0.656558	0.851655
3.51388e+07	0.339472	0.686502	1.07942	1.3731
2.65784e+07	0.521826	0.771873	1.97151	1.55388
2.47964e+07	0.406746	0.93954	0.219238	0.235251
5.37191e+07	0.0905573	0.978181	0.165225	0.134395
5.66399e+07	0.81925	0.562378	0.464236	0.490524
6.13909e+07	0.409954	0.873908	1.42962	2.52691
1.62361e+07	0.988806	0.676118	0.690698	0.933842
2.94009e+07	0.674967	0.358536	0.429482	0.4088
6.80527e+07	0.412697	0.607888	2.52783	3.37928
2.22126e+07	0.195107	0.843171	0.863842	0.7472
6.27381e+07	0.757465	0.440853	1.15302	1.43982
4.64617e+07	0.813926	0.461088	2.18489	2.25831
6.79122e+07	0.603133	0.673368	1.66215	1.63704
2.84404e+07	0.574424	0.939434	1.23014	1.30383
1.54044e+06	0.801492	0.504304	0.400447	0.485029
1.44027e+07	0.203087	0.98118	0.181397	0.12008
5.83957e+07	0.825159	0.335099	3.37452	1.63288
5.25693e+07	0.823466	0.47008	4.41587	6.03215
4.58611e+07	0.713017	0.308222	1.10567	1.47682
5.41882e+07	0.307392	0.720142	1.79029	1.34264
6.75374e+07	0.962638	0.734468	0.30778	0.505621
4.86298e+06	0.676041	0.419134	2.83862	1.34479
4.37111e+07	0.947993	0.551639	1.80057	0.860224
6.82952e+07	0.889712	0.500393	0.710577	0.749593
4.80687e+07	0.978218	0.252454	0.0771991	0.0805152
1.04712e+06	0.857517	0.511346	6.33564	10.699
5.45026e+07	0.683005	0.643881	0.872474	0.883955
1.87723e+07	0.907256	0.465208	1.53334	1.94588
6.09275e+07	0.0596915	0.984375	0.967577	0.981658
6.12648e+07	0.956657	0.328947	2.48669	1.29385
4.06947e+07	0.807427	0.931814	0.344672	0.457598
2.5589e+07	0.768624	0.851432	0.944918	0.924117
2.47275e+07	0.610933	0.632772	0.200385	0.167508
6.53168e+07	0.916761	0.847113	1.13958	1.05428
2.94941e+07	0.758865	0.51265	3.0474	2.46281
1.23971e+07	0.764319	0.98707	0.453353	0.833951
1.81434e+07	0.398834	0.888447	0.279506	0.318703
4.8993e+07	0.900826	0.80667	0.339943	0.238729
2.05932e+07	0.228272	0.832521	0.555338	0.511916
1.37117e+07	0.70201	0.549841	5.9162	2.9712
4.82256e+07	0.805938	0.694361	1.84276	1.5853
5.96786e+07	0.494503	0.529821	3.74309	4.08908
4.52994e+07	0.617578	0.743778	1.64657	1.44435
1.16177e+07	0.922109	0.921882	0.339112	0.432155
4.03379e+07	0.214188	0.838876	2.49678	1.06119
806847.0	0.990269	0.290194	2.55623	6.6787
