mut_pos	s_d	w_d	s_fx	w_fx
6.03089e+07	0.638125	0.744538	2.10228	0.756201
3.36377e+07	0.298132	0.94768	0.360092	0.300075
3.83718e+07	0.166	0.946102	0.501733	0.552694
6.61681e+07	0.304196	0.880618	1.63749	2.26497
3.17193e+07	0.622425	0.759214	0.972277	0.558024
3.39161e+07	0.82257	0.184394	0.151705	0.151403
3.171e+07	0.69606	0.912249	0.569041	0.759175
1.18762e+07	0.790491	0.282451	1.19823	0.727774
6.99499e+06	0.668766	0.743866	0.259299	0.389047
9.04092e+06	0.303203	0.836385	0.122629	0.144777
3.99505e+07	0.0305781	0.98478	1.37218	2.03923
4.71233e+07	0.900929	0.394623	1.06756	0.758151
9.29771e+06	0.181149	0.821106	0.38782	0.315363
6.12258e+06	0.80383	0.921814	0.3924	0.467004
5.40955e+06	0.885377	0.25334	0.574267	0.520474
4.34084e+07	0.772256	0.894062	0.333383	0.264732
2.70824e+06	0.673518	0.714554	2.71912	4.68242
6.75161e+07	0.513225	0.898796	3.44339	3.21608
4.93894e+07	0.271958	0.776489	0.202693	0.377165
4.06134e+07	0.964027	0.695173	0.0651719	0.113835
3.49667e+07	0.780419	0.879789	0.333737	0.51227
3.30875e+06	0.80395	0.906488	0.885574	0.422264
5.38322e+07	0.724176	0.938816	1.04681	0.650081
4.36479e+07	0.0385774	0.983282	0.351268	0.704954
5.01154e+07	0.92269	0.128581	12.341	7.71962
6.45044e+07	0.834017	0.227023	1.16607	1.25854
2.9844e+07	0.833598	0.344145	1.05804	0.903209
5.33649e+07	0.313971	0.962263	0.200971	0.154318
5.07915e+07	0.626258	0.565152	1.74596	2.56423
1.32411e+07	0.535422	0.718128	1.95731	1.8877
6.24275e+07	0.308089	0.816582	0.639254	0.407742
3.11537e+07	0.737647	0.965352	0.451368	0.367048
1.42015e+07	0.695839	0.325785	0.716584	0.96626
2.02913e+07	0.520395	0.574918	0.755439	0.508592
5.91067e+07	0.969132	0.438169	0.63733	0.47603
5.00445e+07	0.544157	0.811117	2.3001	3.51349
6.77857e+07	0.823227	0.533576	5.16569	6.20315
