mut_pos	s_d	w_d	s_fx	w_fx
5.93923e+07	0.764625	0.996015	4.41006	3.26234
2.61418e+07	0.25916	0.98455	1.6604	1.07859
1.38586e+06	0.728532	0.670817	0.420366	0.496483
3.6508e+07	0.971672	0.834934	1.16538	0.990118
4.75256e+07	0.492807	0.832724	6.69527	15.445
6.20163e+07	0.960914	0.976081	1.53746	1.89642
5.59241e+07	0.738123	0.539944	0.905051	0.993628
2.04744e+07	0.836376	0.53179	0.517429	0.486007
2.88914e+07	0.964974	0.975676	2.71274	2.50927
7.09234e+06	0.642069	0.849849	0.672487	0.645339
4.20207e+07	0.224149	0.966845	1.6394	1.66766
2.54058e+06	0.173042	0.999859	0.680423	0.740737
5.49806e+07	0.258828	0.857289	0.298989	0.643542
5.80543e+07	0.510658	0.713042	1.14826	0.71909
2.06438e+07	0.574822	0.510631	1.73255	1.73017
3.498e+07	0.967119	0.835717	2.37402	3.85365
1.53681e+07	0.699525	0.791101	4.9315	3.49128
1.7406e+07	0.917467	0.346871	1.05963	0.773136
4.06225e+07	0.811653	0.433644	0.994425	0.952604
3.16722e+07	0.373312	0.791339	1.23511	1.8771
3.27918e+07	0.779829	0.833138	1.6422	1.48655
4.2068e+07	0.74867	0.576779	0.58228	0.884049
4.27341e+07	0.947986	0.584806	0.948658	0.913105
4.28761e+06	0.572432	0.476044	1.77133	0.87708
2.42947e+07	0.896273	0.715337	1.92225	1.21517
4.50033e+07	0.472458	0.956987	1.25798	1.87166
2.67173e+07	0.819884	0.7032	0.399407	0.344383
2.24861e+06	0.712377	0.563805	0.970887	0.746
3.73695e+07	0.597445	0.823277	0.352176	0.148905
2.06652e+07	0.625424	0.425578	1.29748	2.53521
5.0783e+07	0.922383	0.275182	2.14104	1.5629
1.64059e+07	0.926459	0.0870863	1.46671	2.49888
4.30893e+07	0.818016	0.463338	0.76101	0.734603
1.6662e+07	0.433938	0.925984	0.98217	0.810774
6.02687e+07	0.791198	0.225708	1.02445	1.02227
3.78594e+07	0.814103	0.703434	1.37421	2.55747
297303.0	0.912714	0.734281	3.58065	2.10473
2.39241e+07	0.985964	0.82795	1.52878	1.62712
126616.0	0.530398	0.547416	0.459051	0.648225
4.21463e+07	0.944017	0.228452	1.99485	1.17993
5.678e+07	0.698574	0.984935	2.6122	0.879059
6.78686e+07	0.642562	0.376256	1.63162	2.42779
