mut_pos	s_d	w_d	s_fx	w_fx
2.24018e+07	0.967502	0.189997	0.983085	1.27118
2.19258e+07	0.756714	0.315233	0.192843	0.201923
3.027e+07	0.924081	0.852373	1.69985	1.31365
6.42215e+07	0.639734	0.492085	1.1483	1.20105
2.54844e+07	0.300618	0.893288	2.88512	4.20385
5.70764e+07	0.897304	0.416478	1.0755	2.69065
6.66605e+07	0.476683	0.567757	1.39165	1.32958
4.8057e+07	0.512565	0.968659	0.247468	0.260445
1.28298e+07	0.62614	0.836968	0.66958	0.515367
2.64531e+07	0.683705	0.523842	1.12684	1.42285
7.01769e+06	0.673754	0.478396	0.89357	1.08366
4.17946e+07	0.516967	0.886178	1.35133	1.11059
2.87164e+07	0.764921	0.831709	0.380514	0.566594
4.56247e+06	0.20338	0.98893	0.454828	0.288899
6.75863e+07	0.952281	0.873423	0.641427	0.856813
1.5707e+06	0.630001	0.740799	0.31435	0.282334
1.53842e+07	0.948212	0.764267	2.74399	2.17451
6.58429e+07	0.812816	0.496008	3.44821	7.81217
4.8125e+07	0.935312	0.504648	2.86787	1.70644
6.36205e+07	0.680743	0.622556	4.06006	2.78815
2.72388e+07	0.957339	0.288046	0.178021	0.15661
2.38871e+07	0.234359	0.821832	1.69582	1.33821
2.27163e+07	0.82917	0.946769	0.0526637	0.108669
898436.0	0.59419	0.865647	8.12971	12.1581
2.59378e+07	0.699369	0.749115	0.121058	0.198611
6.35564e+07	0.82009	0.53617	1.30412	1.08544
1.50101e+07	0.589683	0.948869	0.453569	0.382499
3.30559e+07	0.777677	0.855556	4.98308	7.23031
2.80578e+07	0.802678	0.496159	26.7405	35.7425
4.64719e+06	0.713706	0.972158	2.89392	2.27588
2.88897e+06	0.992423	0.781623	0.506771	1.14263
8.3317e+06	0.782529	0.596297	1.52511	0.882702
2.47351e+07	0.615469	0.927978	0.0985352	0.0404514
2.74275e+06	0.941564	0.212341	0.226793	0.249777
4.44018e+07	0.649159	0.981986	2.79126	2.37587
1.33757e+07	0.564242	0.610868	0.178257	0.185552
5.9892e+07	0.813256	0.706708	7.98721	3.28891
2.83446e+07	0.570521	0.869921	1.00992	0.827158
1.81687e+07	0.905466	0.966581	1.21567	0.770793
2.18937e+07	0.519828	0.994743	0.196513	0.242109
3.05533e+07	0.526284	0.584609	0.486732	0.443693
6.29352e+07	0.283598	0.811895	0.545743	0.54475
5.39083e+07	0.413408	0.888007	1.96153	1.40373
6.8381e+07	0.419677	0.754245	0.157866	0.293684
3.82973e+07	0.653709	0.657878	1.15589	0.994592
3.49553e+07	0.627709	0.984032	1.27843	0.709257
6.4621e+06	0.810226	0.369874	0.385449	0.423839
1.64136e+07	0.724972	0.675382	3.14269	2.17765
5.80071e+07	0.415658	0.642427	0.603312	0.475745
2.72484e+07	0.8018	0.960122	2.14033	2.4824
5.01099e+07	0.228094	0.942129	1.29662	1.05966
2.31817e+07	0.769826	0.730968	1.25719	0.966393
6.77003e+07	0.971365	0.685207	0.156222	0.267289
5.09811e+07	0.832776	0.31173	0.288998	0.30623
5.55963e+07	0.411522	0.883737	6.17915	5.27683
5.44919e+07	0.530627	0.614462	0.967348	1.33665
1.70327e+07	0.679829	0.707253	0.606408	0.865385
5.08111e+07	0.453359	0.898928	0.683392	0.408854
3.67288e+06	0.227463	0.804901	0.458348	0.645219
4.5133e+07	0.748608	0.84838	1.85524	1.0916
5.97327e+06	0.512282	0.959885	0.488327	0.573439
3.44727e+07	0.570055	0.841161	0.439584	0.716207
4.16176e+07	0.93095	0.244507	1.05713	0.819551
2.28059e+07	0.700049	0.775135	0.736624	0.910298
4.54783e+07	0.491865	0.907444	5.33172	8.09325
6.09575e+07	0.744302	0.435233	0.246975	0.291257
6.6546e+07	0.61515	0.82808	0.800345	0.937964
3.25768e+07	0.728719	0.520298	1.02013	0.679436
1.59786e+07	0.874383	0.953998	1.67753	3.54532
5.96008e+07	0.702024	0.347513	11.025	14.5023
5.79904e+07	0.692749	0.882039	0.826607	0.761212
6.39319e+07	0.750361	0.793107	1.71576	3.08668
3.53549e+07	0.715337	0.321243	4.95739	8.91924
2.68871e+07	0.906549	0.836874	3.79364	2.88294
3.445e+07	0.566837	0.44768	1.21448	0.846366
6.0706e+07	0.765881	0.716227	0.67963	0.445064
4.9882e+07	0.604633	0.930268	0.417454	0.447637
4.4557e+07	0.401869	0.853646	2.92632	2.25386
4.30096e+07	0.626688	0.818182	0.527195	0.678154
7.12247e+06	0.959836	0.414541	0.62114	0.413654
1.87857e+07	0.798225	0.677272	0.392789	0.369261
3.84765e+07	0.533754	0.51527	0.792829	1.33312
4.0508e+07	0.170627	0.915295	1.63686	2.29986
6.13013e+06	0.765593	0.244042	0.600042	0.339154
5.30633e+07	0.561909	0.676898	1.33244	2.26252
3.16297e+07	0.978414	0.169817	1.32718	1.56875
1.95398e+07	0.610249	0.530166	1.66528	2.21874
5.27857e+06	0.738825	0.366012	1.81977	1.50595
2.14353e+07	0.662677	0.439292	2.89799	2.28429
3.17407e+07	0.476319	0.873969	0.144068	0.195271
3.75083e+07	0.752299	0.888636	0.242723	0.313726
3.97914e+07	0.888187	0.647503	0.183612	0.417677
9.547e+06	0.537871	0.658004	1.28703	1.72608
5.87526e+07	0.638245	0.422367	2.25882	1.94612
4.09738e+07	0.95633	0.484389	3.4762	4.21318
5.66073e+07	0.942397	0.306969	3.24757	3.58844
8.05132e+06	0.551227	0.502544	0.877828	2.31005
5.23232e+07	0.717444	0.851057	3.77557	3.04141
1.85008e+07	0.541922	0.740384	0.53448	0.746404
6.16156e+07	0.824463	0.549973	0.254857	0.375869
8.51768e+06	0.572725	0.948972	0.61419	0.449567
2.59653e+07	0.348961	0.954145	12.4446	17.3978
1.85731e+07	0.989039	0.704172	0.38991	0.362751
4.79131e+07	0.604615	0.482951	2.80246	1.95942
5.60807e+07	0.788659	0.990024	1.13359	0.839112
2.66688e+07	0.862791	0.536498	2.31833	1.34482
3.74454e+07	0.702116	0.877458	1.11997	1.13284
3.95419e+06	0.752945	0.704336	0.653884	0.223306
2.28626e+07	0.262405	0.926342	0.528802	0.254007
5.20648e+07	0.847648	0.607373	1.91294	4.30536
2.19699e+07	0.542498	0.500327	0.491195	0.764922
6.8417e+07	0.517753	0.986647	0.708309	0.95778
3.42269e+07	0.487304	0.565816	0.35736	0.484076
5.53326e+06	0.823688	0.980621	1.45338	1.12547
4.91786e+07	0.942823	0.949809	0.486292	0.481909
9.92218e+06	0.426009	0.870702	0.717258	0.949608
5.27656e+07	0.321735	0.965764	0.205675	0.311435
2.88789e+07	0.90673	0.34577	3.36524	2.49158
8.17643e+06	0.499262	0.615225	0.675768	1.14495
1.79112e+07	0.803241	0.314639	0.527843	0.591641
3.53687e+07	0.922691	0.89419	0.404056	0.536733
5.29018e+07	0.491896	0.6176	1.51702	2.34412
6.46762e+07	0.472382	0.670231	0.038227	0.0997548
1.57187e+07	0.669032	0.646033	4.94383	3.33762
5.29649e+07	0.497256	0.808711	0.790326	0.782567
3.12558e+07	0.488299	0.839097	0.18895	0.182032
2.04294e+07	0.945568	0.115209	0.773548	0.889116
3.09352e+07	0.808174	0.433151	0.242535	0.299617
2.71736e+07	0.717031	0.434223	0.608066	1.2664
6.59717e+07	0.494364	0.874381	0.358352	0.284775
8.4296e+06	0.853913	0.699018	0.419848	0.684946
1.79813e+07	0.106664	0.956778	0.252091	0.514786
1.86026e+07	0.234694	0.849491	0.197221	0.199201
4.47336e+07	0.764808	0.254324	1.37177	0.940782
3.29705e+07	0.973267	0.382173	0.305308	0.46518
3.83945e+07	0.800927	0.506556	2.88141	3.72052
3.76038e+07	0.863053	0.876483	0.94095	0.949265
3.3509e+07	0.76968	0.515888	0.805075	0.356057
4.7422e+07	0.942513	0.718643	0.269352	0.433533
1.56528e+07	0.428498	0.760469	1.54916	1.4379
5.76172e+07	0.444922	0.982551	3.23676	4.19656
5.50948e+07	0.805801	0.877248	0.446525	0.682512
2.01336e+07	0.961664	0.296571	0.269018	0.317478
5.15643e+07	0.349127	0.973454	2.04712	2.52277
1.56559e+06	0.556236	0.449056	2.47768	2.41334
4.66117e+07	0.74344	0.866419	2.49192	2.81749
1.80002e+07	0.915001	0.270817	6.50469	5.03095
3.6056e+07	0.828673	0.89574	0.73177	0.966265
