mut_pos	s_d	w_d	s_fx	w_fx
6.16492e+07	0.768141	0.50639	0.250139	0.618305
5.39793e+07	0.836717	0.228007	1.03155	1.74862
6.63222e+07	0.662781	0.621992	0.758044	1.67907
5.37058e+07	0.643985	0.629399	1.21226	1.22515
9.419e+06	0.714618	0.619314	0.670913	0.862869
1.09406e+07	0.827247	0.549167	2.5315	2.53848
2.14506e+07	0.573963	0.664801	1.32556	0.962304
4.66296e+07	0.830588	0.583533	0.834084	0.447936
9.25562e+06	0.583869	0.644798	0.188397	0.291734
6.47446e+07	0.92043	0.403714	1.17975	0.681973
3.968e+07	0.823103	0.224779	2.72092	1.71552
6.1065e+07	0.422935	0.577333	0.305612	0.209481
2.55436e+07	0.865795	0.342863	1.76026	1.84205
5.53499e+07	0.219628	0.910915	1.09693	1.16885
5.5026e+07	0.870534	0.94776	4.75814	2.98712
6.62471e+07	0.839052	0.565073	0.896918	0.377976
5.10047e+07	0.497688	0.753645	0.468974	0.404257
4.68484e+07	0.430298	0.761773	1.7217	3.13822
4.27184e+07	0.443972	0.963198	2.08213	1.65661
5.62729e+07	0.44877	0.643198	0.370188	0.303582
1.57463e+07	0.512441	0.811573	1.36836	1.38203
7.19072e+06	0.757478	0.26061	2.00902	2.75297
3.1522e+07	0.682197	0.711911	1.60202	0.810007
335556.0	0.16248	0.9323	2.55126	1.21707
5.87087e+06	0.439678	0.604145	0.512642	0.496025
4.7759e+07	0.778235	0.4559	2.34615	2.23585
5.99171e+07	0.784317	0.376556	6.05991	4.32167
416724.0	0.74323	0.516448	1.36725	1.36251
1.79185e+07	0.984762	0.850574	2.02084	0.882849
9.19669e+06	0.476185	0.859916	5.05573	1.47614
1.91924e+07	0.565849	0.791218	3.51488	5.25221
4.48604e+07	0.929	0.681936	0.243002	0.107242
2.81811e+07	0.485432	0.709952	0.579687	0.226053
4.18094e+07	0.472352	0.587957	8.14598	5.33351
4.53046e+07	0.43829	0.692443	5.06582	6.63033
4.83871e+07	0.842659	0.917074	0.113157	0.164304
