mut_pos	s_d	w_d	s_fx	w_fx
1.18185e+06	0.259443	0.814449	1.65531	0.97393
6.15689e+07	0.267709	0.942884	1.42572	0.723682
2.68701e+07	0.742549	0.815336	0.812088	0.58201
5.51441e+07	0.806412	0.644067	2.22696	4.21385
6.60065e+07	0.540758	0.546633	1.09292	0.985872
5.79446e+07	0.873014	0.925586	0.670181	0.447616
6.75835e+07	0.258262	0.994578	3.78623	3.25004
2.07717e+07	0.622328	0.417958	0.857745	0.67554
3.97888e+07	0.763927	0.289681	2.18941	5.36586
3.60027e+07	0.303786	0.931054	0.540863	0.615392
3.43465e+07	0.791269	0.829562	3.10074	6.21929
4.37179e+07	0.769105	0.788702	0.9161	1.24726
2.20113e+07	0.218402	0.899147	1.57703	0.782344
6.5393e+07	0.685435	0.798264	0.371932	0.720556
5.31937e+07	0.96415	0.0505214	3.10138	3.76446
6.75821e+07	0.83044	0.568905	2.89324	7.03288
6.85205e+07	0.915844	0.404997	0.576206	0.582331
3.79881e+07	0.273742	0.831702	2.98447	2.19738
