mut_pos	s_d	w_d	s_fx	w_fx
1.87677e+06	0.678936	0.82084	0.694964	1.01132
5.01409e+07	0.777071	0.832354	0.521145	0.429428
1.19977e+07	0.823062	0.918857	4.5796	3.44339
2.19813e+07	0.999678	0.487699	0.882266	0.440456
1.20228e+07	0.73843	0.811748	1.0485	2.0778
5.73477e+07	0.764433	0.882466	1.49309	1.43541
4.77504e+07	0.581033	0.982219	0.211423	0.206271
5.42825e+07	0.531611	0.974709	2.43502	1.82411
3.24643e+07	0.125208	0.876663	0.151592	0.261235
5.6754e+07	0.942533	0.301895	1.77088	2.27849
4.85403e+07	0.311594	0.699746	1.22665	1.02115
3.32402e+07	0.89046	0.948367	0.853637	0.412543
2.14003e+07	0.543245	0.882476	0.153301	0.116182
9.35287e+06	0.721118	0.952817	0.915481	0.955808
1.44528e+06	0.657032	0.9705	1.37679	1.14596
1.03427e+07	0.512128	0.838796	0.865465	1.13069
6.49208e+07	0.579776	0.462731	1.2011	3.54313
3.72136e+07	0.910382	0.784404	1.95094	1.03973
6.38216e+06	0.705091	0.805007	1.3206	0.938611
2.14191e+07	0.729608	0.436653	1.62013	1.24424
4.86536e+07	0.55555	0.663612	1.51499	1.38327
5.83434e+07	0.922014	0.302639	2.20193	1.42277
2.76171e+07	0.933748	0.869101	1.19746	1.67394
1.81378e+07	0.0802589	0.924577	1.43809	1.14959
2.7466e+07	0.928328	0.571203	0.752072	0.515087
4.57722e+06	0.715654	0.908262	1.26377	2.11563
3.67284e+07	0.469807	0.863357	0.975079	0.87537
5.51491e+07	0.780268	0.465002	2.02325	2.26227
5.38323e+07	0.718379	0.966712	0.312607	0.355232
7.21376e+06	0.461598	0.569481	9.35446	7.28806
1.28847e+07	0.938048	0.596905	0.284194	0.446697
4.22306e+07	0.621448	0.760662	3.93473	3.57275
4.05634e+06	0.944489	0.417528	0.355661	0.708752
3.42437e+07	0.687449	0.804567	1.22318	1.38552
5.1206e+07	0.726315	0.760325	0.275417	0.184418
6.08683e+07	0.30176	0.80122	3.41038	3.0294
4.94568e+07	0.929163	0.699203	0.428359	0.635787
4.20572e+07	0.93244	0.987592	0.0612225	0.125789
6.66779e+07	0.398354	0.739803	0.637369	0.401263
4.00191e+07	0.371451	0.80504	2.38851	1.72872
4.68235e+07	0.770163	0.87867	0.64894	1.21147
3.33726e+07	0.768734	0.589356	6.16242	2.80223
7.45552e+06	0.941824	0.767806	0.914845	0.739716
2.60486e+07	0.682739	0.540193	1.95462	1.57651
6.56037e+07	0.737851	0.288092	1.38649	1.74254
8.04428e+06	0.639797	0.786808	0.588498	0.459438
2.2549e+07	0.685916	0.798224	1.04309	2.09078
4.68161e+07	0.692415	0.561824	3.63949	1.04589
3.32139e+07	0.833568	0.226664	1.0209	0.869956
2.98111e+07	0.217042	0.8046	1.47436	1.04047
1.6104e+07	0.724364	0.453404	1.36594	1.77645
3.13408e+07	0.789928	0.683089	1.09732	0.809035
5.25099e+07	0.496146	0.646213	3.94376	3.02595
1.41621e+07	0.750232	0.747693	2.07606	3.5064
1.97026e+07	0.523811	0.865473	1.47234	1.89362
5.10564e+07	0.974319	0.783373	1.66461	1.79401
1.22455e+07	0.892319	0.917573	0.986219	0.72262
3.04254e+07	0.982667	0.401493	4.84947	2.55089
2.4146e+07	0.930348	0.491643	0.975599	1.27991
6.13933e+07	0.714402	0.616205	0.493261	0.560851
4.19433e+07	0.110649	0.908101	1.05274	0.803195
4.38173e+07	0.86882	0.842954	0.319624	0.51892
744297.0	0.651291	0.46515	0.342816	0.784814
3.55711e+07	0.715329	0.491411	0.304654	0.562761
5.21352e+07	0.364912	0.837087	1.10965	2.04834
2.30335e+07	0.970063	0.847932	0.43554	0.361207
1.534e+07	0.351601	0.749468	0.981623	1.49265
4.76787e+07	0.740062	0.873839	2.60774	3.87613
3.77932e+07	0.680786	0.813036	1.39291	2.11551
5.33296e+07	0.383172	0.625116	0.660347	0.670212
8.47769e+06	0.967726	0.78733	1.6224	1.15078
6.65605e+07	0.868224	0.549265	1.00643	0.561359
5.49336e+07	0.894966	0.392968	0.487345	0.725301
3.70172e+07	0.876922	0.378846	0.546738	0.868073
4.48037e+07	0.984632	0.617857	0.651956	0.636613
4.0507e+07	0.390436	0.854704	5.35807	5.26074
6.14138e+07	0.43253	0.696418	0.555031	0.811118
6.17102e+07	0.929811	0.306114	0.168525	0.312571
4.89356e+07	0.944016	0.23896	0.256898	0.344763
4.94623e+07	0.455599	0.742976	0.245334	0.26738
2.4736e+06	0.47502	0.561064	0.687053	0.261873
4.17311e+07	0.802426	0.917583	0.365391	0.308726
4.33279e+07	0.615885	0.601124	0.434344	0.54161
5.5608e+07	0.814559	0.73833	0.459818	0.216152
2.349e+07	0.963522	0.662882	0.464418	0.85229
5.69813e+07	0.566107	0.643237	0.442336	0.741461
2.61249e+07	0.953417	0.396064	1.49892	2.0005
2.79399e+07	0.815735	0.778073	5.6675	11.9973
4.9745e+07	0.600826	0.940978	0.304763	0.354748
4.39093e+07	0.963728	0.708871	6.18836	5.3994
796885.0	0.537507	0.949766	4.53386	6.61862
1.05839e+06	0.708733	0.550357	0.760148	0.683078
2.2015e+07	0.910043	0.347363	0.773097	0.663418
1.67941e+07	0.418799	0.82191	1.50231	1.44088
2.13698e+07	0.48605	0.529168	1.70909	1.19037
1.49679e+07	0.721872	0.513938	0.291369	0.245967
5.33969e+06	0.903131	0.667626	1.35283	1.62812
7.66963e+06	0.671629	0.565913	1.18243	0.9577
1.1583e+06	0.779506	0.658461	0.427227	0.42745
5.44059e+07	0.44378	0.732937	0.3122	0.258555
4.21885e+07	0.63457	0.76265	1.09236	0.461905
2.15911e+07	0.329777	0.724496	2.27417	2.60093
1.50563e+07	0.383411	0.837194	1.53315	1.5578
1.9698e+07	0.524575	0.590362	0.28202	0.346604
6.32276e+07	0.709184	0.332128	2.66904	3.23836
6.32809e+07	0.0648991	0.969669	0.739882	1.02693
5.39469e+07	0.866995	0.988636	2.68682	3.46352
6.28324e+06	0.403035	0.927219	1.81806	1.9159
